ID;HTS;NRES;IFM;ILM;ICH;SEXO;AUTLIC;NSET;TVIA1;TVIA2;TVIA3;TVIA4;TVIA5;TVIA6;TVIA7;TVIA8;TVIA9;TCAM1;TCAM2;TCAM3;TCAM4;TCAM5;TCAM6;TCAM7;TCAM8;   ;TVIB1;TVIB2;TVIB3;TVIB4;TVIB5;TVIB6;TVIB7;TVIB8;TVIB9;D1;D2;TESP3;TESP4;TESP5;TESP6;TESP7;TESP8;TESP9;CTOT1;CTOT2;CTOT3;CTOT4;CTOT5;CTOT6;CTOT7;CTOT8;CTOT9;HORA;NOD1;NOD2;JEFH;NAUT;NEST;NTRAB;LTOT;TVIA6A;TVIA6M;TVIA7A;TVIA7M;TVIA8T;TVIA8M;TVIA9B;TVIA9M;DISP1;DISP2;DISP3;DISP4;DISP5;DISP6;DISP7;DISP8;DISP9;LasCondes
355;48;6;40000;40000;5;1;0;3;0;0;0;0;946;0;0;738;756;0;0;0;0;252;0;0;562;562;0;0;0;0;936;0;0;738;756;0;0;0;0;12;0;0;330;240;0;0;0;0;40;0;0;65;65;755;401;511;1;0;2;1;0;0;0;0;0;168;570;186;570;0;0;0;0;1;0;0;1;1;0
355;44;5;90000;75000;9;1;0,66;8;1235;1235;1543;0;2279;1198;2330;1288;1586;266;266;284;0;284;245;245;277;277;1143;1143;1366;0;1838;1198;2330;1288;1586;0;1;48;0;108;78;78;125;120;122;11;50;0;20;40;13;33;31;745;413;701;1;2;0;4;3;358;840;1490;840;448;840;746;840;1;1;1;0;1;1;1;1;1;1
356;44;7;50000;15000;4;1;0;2;0;0;0;870;1229;0;0;0;0;0;0;0;454;245;0;0;0;0;0;0;0;870;1193;0;0;0;0;0;0;0;192;42;0;0;0;0;0;0;0;22;40;0;0;0;0;830;403;122;1;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
356;40;5;50000;10400;4;0;0;6;0;0;1153;840;1733;0;1616;925;997;0;0;392;1098;392;0;281;378;378;0;0;1020;840;1398;0;1616;925;997;0;0;48;78;54;0;78;125;102;0;0;50;13;20;0;13;43;31;750;328;701;0;0;0;1;0;0;0;776;840;85;840;157;840;0;0;1;1;1;0;1;1;1;1
357;60;4;30000;30000;1;1;1;4;1124;0;0;0;1580;0;0;1082;1132;0;0;0;0;828;0;0;598;598;1070;0;0;0;1450;0;0;1082;1132;1;0;0;0;210;0;0;330;204;105;0;0;0;40;0;0;52;62;830;411;514;1;1;2;1;1;0;0;0;0;212;870;262;870;1;0;0;0;1;0;0;1;1;0
357;48;4;120000;75000;5;1;0;6;0;1046;956;0;2067;0;1314;987;1174;0;814;202;0;202;0;252;238;238;0;969;861;0;1708;0;1314;987;1174;0;0;24;0;42;0;78;102;90;0;10;50;0;18;0;13;43;31;755;315;701;1;0;2;2;0;0;0;474;840;147;840;334;840;0;1;1;0;1;0;1;1;1;1
358;45;6;100000;30000;7;0;0,5;5;1022;1022;0;0;0;0;2154;1087;1139;72;0;0;0;0;0;166;238;238;1043;1043;0;0;0;0;2154;1087;1139;1;0;0;0;0;0;192;330;204;145;58;0;0;0;0;23;62;62;715;411;514;0;1;2;2;2;0;0;1284;870;217;870;269;870;1;1;0;0;0;0;1;1;1;0
358;24;5;60000;27000;9;0;0;5;0;0;1309;0;1868;0;1199;1092;1170;0;0;259;0;259;0;252;295;295;0;0;1158;0;1506;0;1199;1092;1170;0;0;48;0;54;0;78;125;258;0;0;50;0;20;0;13;38;31;800;411;701;0;0;0;4;4;0;0;359;840;252;840;330;840;0;0;1;0;1;0;1;1;1;1
359;44;2;76000;26000;4;0;0;2;0;856;0;726;0;0;0;0;0;0;0;0;576;0;0;0;0;0;0;807;0;726;0;0;0;0;0;0;0;0;192;0;0;0;0;0;0;42;0;22;0;0;0;0;0;830;502;514;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
359;48;2;140000;50000;4;1;0,5;4;0;781;654;624;1406;0;0;0;0;0;814;194;324;194;0;0;0;0;0;730;600;624;1212;0;0;0;0;1;0;18;78;18;0;0;0;0;0;6;50;13;20;0;0;0;0;810;709;701;0;1;0;2;2;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1
360;48;3;23000;15000;5;1;0;2;0;0;0;0;1012;0;0;986;0;0;0;0;0;400;0;0;169;0;0;0;0;0;1176;0;0;986;0;0;0;0;0;12;0;0;330;0;0;0;0;0;40;0;0;60;0;700;401;514;1;0;0;2;0;0;0;0;0;320;666;0;0;0;0;0;0;1;0;0;1;0;0
360;40;3;80000;80000;1;1;1;7;1189;0;916;0;1674;1156;1548;1074;1236;814;0;468;0;720;252;252;504;504;1122;0;954;0;1674;1156;1548;1074;1236;0;1;36;0;60;78;78;114;108;94;0;60;0;18;49;14;43;31;900;318;701;1;2;1;1;2;316;840;708;840;234;840;396;840;1;0;1;0;1;1;1;1;1;1
361;54;5;50000;33500;5;1;0;3;0;0;0;0;1301;0;0;976;1043;0;0;0;0;612;0;0;382;382;0;0;0;0;1205;0;0;976;1043;0;0;0;0;12;0;0;330;402;0;0;0;0;40;0;0;60;65;830;401;514;1;0;2;1;0;0;0;0;0;250;726;377;666;0;0;0;0;1;0;0;1;1;0
361;48;2;70000;35000;6;1;1;5;0;0;417;0;615;511;0;483;738;0;0;187;0;259;310;0;295;295;0;0;528;0;918;511;0;483;738;1;0;30;0;36;78;0;108;168;0;0;50;0;20;39;0;44;34;710;501;701;1;1;0;1;1;121;390;0;0;93;390;348;390;0;0;1;0;1;1;0;1;1;1
362;70;6;60000;30000;5;1;1;7;482;482;431;0;583;767;1470;711;0;324;0;756;0;756;461;389;533;0;455;455;382;0;617;767;1470;711;0;1;0;36;0;60;192;192;228;0;88;29;80;0;50;59;26;65;0;830;313;511;1;1;4;2;1;257;510;960;510;273;438;0;0;1;1;1;0;1;1;1;1;0;0
362;44;1;7740;7740;5;1;0;2;0;0;721;0;1144;0;0;0;0;0;0;914;0;396;0;0;0;0;0;0;924;0;1635;0;0;0;0;0;0;30;0;138;0;0;0;0;0;0;50;0;20;0;0;0;0;700;509;701;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
363;40;2;9500;9500;5;1;0;2;0;0;0;0;1238;0;0;764;0;0;0;0;0;281;0;0;482;0;0;0;0;0;1086;0;0;764;0;0;0;0;0;180;0;0;228;0;0;0;0;0;40;0;0;60;0;830;319;511;1;0;1;1;0;0;0;0;0;254;510;0;0;0;0;0;0;1;0;0;1;0;0
363;50;2;85000;85000;4;1;0,5;5;428;428;452;468;1002;0;0;0;0;871;871;158;274;230;0;0;0;0;372;372;486;468;1002;0;0;0;0;1;0;18;78;12;0;0;0;0;96;8;50;13;20;0;0;0;0;900;707;701;1;1;0;1;2;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1
364;64;4;106000;16000;2;0;1;4;0;725;0;0;1135;0;0;772;797;0;130;0;0;518;0;0;446;648;0;685;0;0;996;0;0;772;797;1;0;0;0;180;0;0;228;240;0;36;0;0;40;0;0;60;65;830;401;511;0;1;0;3;1;0;0;0;0;202;570;227;570;0;1;0;0;1;0;0;1;1;0
364;44;4;40000;14500;5;0;1;4;0;0;1220;0;2262;0;0;1247;1518;0;0;194;0;266;0;0;302;302;0;0;1079;0;1824;0;0;1247;1518;1;0;30;0;96;0;0;108;138;0;0;50;0;20;0;0;43;33;745;516;701;0;1;0;2;1;0;0;0;0;407;840;678;840;0;0;1;0;1;0;0;1;1;1
365;45;5;30000;30000;5;1;0;3;0;0;0;0;1184;0;0;900;971;0;0;0;0;389;0;0;547;547;0;0;0;0;1097;0;0;900;971;0;0;0;0;120;0;0;228;240;0;0;0;0;40;0;0;50;65;810;402;511;1;0;3;1;0;0;0;0;0;390;510;401;570;0;0;0;0;1;0;0;1;1;0
365;40;4;10740;10740;5;1;0,5;7;0;425;508;0;1051;710;1165;508;632;0;871;1231;0;382;310;310;418;418;0;386;498;0;890;710;1165;508;632;1;0;18;0;54;78;78;96;126;0;6;50;0;20;35;13;43;33;740;404;701;1;1;0;1;2;242;468;697;468;202;306;164;468;0;1;1;0;1;1;1;1;1;1
366;45;7;35000;35000;5;0;1;6;918;0;879;0;1172;906;0;895;931;108;0;346;0;346;432;0;504;504;874;0;799;0;1075;906;0;895;931;1;0;78;0;30;192;0;270;204;102;0;80;0;40;34;0;65;65;830;411;511;0;1;4;2;1;192;714;0;0;181;714;217;714;1;0;1;0;1;1;0;1;1;0
366;44;5;90000;90000;8;1;0,5;6;0;958;0;0;2300;1297;2060;1259;1463;0;871;0;0;677;310;310;266;526;0;977;0;0;1901;1297;2060;1259;1463;1;0;0;0;60;78;78;96;114;0;28;0;0;20;58;15;44;34;805;320;701;1;1;3;1;2;457;840;1220;840;419;840;623;840;0;1;0;0;1;1;1;1;1;1
367;40;5;70000;21000;4;0;1;2;0;0;0;636;805;0;0;0;0;0;0;0;842;526;0;0;0;0;0;0;0;636;760;0;0;0;0;1;0;0;192;12;0;0;0;0;0;0;0;22;40;0;0;0;0;810;502;120;0;1;2;3;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
367;48;4;160000;100000;6;1;1;8;633;633;877;0;1676;889;1064;1062;1182;871;871;544;0;731;367;367;392;392;646;646;696;0;1524;889;1064;1062;1182;0;1;60;0;96;78;78;138;180;115;17;50;0;20;92;14;33;31;800;111;701;1;2;2;2;2;421;468;596;468;222;840;342;840;1;1;1;0;1;1;1;1;1;1
368;48;4;55000;55000;5;1;0,33;3;583;0;0;486;719;0;0;0;0;324;0;0;878;245;0;0;0;0;555;0;0;486;672;0;0;0;0;1;0;0;192;12;0;0;0;0;81;0;0;25;40;0;0;0;0;820;314;107;1;1;2;1;3;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0
368;52;8;200000;100000;6;1;0,83;7;848;0;1027;0;1355;970;1384;876;894;871;0;490;0;583;346;346;598;598;757;0;942;0;1266;970;1384;876;894;0;1;48;0;54;78;78;125;120;108;0;50;0;20;169;14;63;33;830;417;701;0;5;0;5;6;424;546;838;546;570;306;588;306;1;0;1;0;1;1;1;1;1;1
369;48;7;85000;30000;5;0;1;2;0;0;0;0;1138;0;0;803;0;0;0;0;0;360;0;0;490;0;0;0;0;0;1127;0;0;803;0;1;0;0;0;270;0;0;270;0;0;0;0;0;40;0;0;65;0;755;319;512;0;1;0;1;1;0;0;0;0;245;558;0;0;0;0;0;0;1;0;0;1;0;0
369;48;5;36000;21050;5;0;1;4;0;0;1071;0;1489;0;0;1247;1518;0;0;274;0;158;0;0;540;540;0;0;1151;0;1692;0;0;1247;1518;1;0;30;0;180;0;0;108;138;0;0;50;0;18;0;0;43;31;725;516;701;1;1;2;2;1;0;0;0;0;407;840;678;840;0;0;1;0;1;0;0;1;1;1
370;48;5;65000;9000;5;1;0;3;0;0;0;0;959;0;0;923;929;0;0;0;0;353;0;0;511;511;0;0;0;0;1055;0;0;923;929;0;0;0;0;66;0;0;270;246;0;0;0;0;40;0;0;60;65;700;405;511;0;0;2;1;0;0;0;0;0;287;636;293;636;0;0;0;0;1;0;0;1;1;0
371;60;5;53000;40000;5;1;0;3;0;0;0;0;1359;0;0;960;960;0;0;0;0;230;0;0;223;223;0;0;0;0;1214;0;0;960;960;0;0;0;0;12;0;0;270;246;0;0;0;0;40;0;0;50;65;800;405;512;1;0;1;3;0;0;0;0;0;276;684;276;684;0;0;0;0;1;0;0;1;1;0
371;44;4;65000;42000;9;0;0,5;8;892;892;1213;0;2110;1192;1886;1191;1288;36;36;533;0;533;353;353;598;598;911;911;963;0;1918;1192;1886;1191;1288;1;0;36;0;96;78;78;114;120;64;22;60;0;20;42;13;73;33;815;118;700;1;1;2;2;2;286;906;980;906;285;906;754;533;1;1;1;0;1;1;1;1;1;1
372;48;4;20000;9000;5;1;0;3;0;0;0;0;1277;0;0;1121;1283;0;0;0;0;209;0;0;194;194;0;0;0;0;1403;0;0;1121;1283;0;0;0;0;42;0;0;270;210;0;0;0;0;40;0;0;65;65;630;414;512;0;0;0;1;0;0;0;0;0;359;762;521;762;0;0;0;0;1;0;0;1;1;0
373;40;4;74000;38000;5;1;1;7;824;857;0;0;1344;808;1696;872;929;461;0;0;0;418;202;130;173;173;793;824;0;0;1211;808;1696;872;929;1;0;0;0;12;192;192;270;240;90;42;0;0;40;60;23;52;62;755;401;512;1;1;0;2;1;190;618;1078;618;254;618;311;618;1;1;0;0;1;1;1;1;1;0
374;50;2;85000;85000;5;1;0;5;0;976;0;0;1187;0;931;996;1038;0;0;0;0;194;0;389;396;396;0;912;0;0;1164;0;931;996;1038;0;0;0;0;78;0;192;270;252;0;52;0;0;40;0;27;60;65;810;406;511;1;0;1;1;0;0;0;295;636;360;636;402;636;0;1;0;0;1;0;1;1;1;0
375;40;2;46000;16000;5;0;1;4;0;891;0;0;1156;0;0;1010;976;0;0;0;0;259;0;0;547;547;0;848;0;0;1070;0;0;1010;976;1;0;0;0;210;0;0;270;246;0;40;0;0;40;0;0;65;65;825;405;511;0;1;0;1;1;0;0;0;0;296;714;340;636;0;1;0;0;1;0;0;1;1;0
375;40;4;90000;50000;1;0;1;7;970;0;1003;906;2126;1013;0;1005;1133;130;0;288;821;295;324;0;338;338;898;0;903;906;1757;1013;0;1005;1133;0;1;24;78;42;78;0;102;90;18;0;60;13;20;35;0;33;31;800;314;700;1;2;2;1;2;107;906;0;0;99;906;227;906;1;0;1;1;1;1;0;1;1;1
376;60;10;12000;9000;5;1;0;2;0;0;0;0;950;0;0;760;0;0;0;0;0;230;0;0;432;0;0;0;0;0;1079;0;0;760;0;0;0;0;0;180;0;0;270;0;0;0;0;0;40;0;0;65;0;700;319;511;1;0;1;7;1;0;0;0;0;250;510;0;0;0;0;0;0;1;0;0;1;0;0
376;48;2;115000;60000;4;1;1;4;0;401;539;378;1226;0;0;0;0;0;130;252;554;274;0;0;0;0;0;371;490;378;895;0;0;0;0;1;0;48;78;54;0;0;0;0;0;9;50;13;20;0;0;0;0;805;401;33;1;1;0;2;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1
377;44;2;40000;28000;5;0;0;3;0;0;0;0;1134;0;0;935;968;0;0;0;0;792;0;0;792;792;0;0;0;0;1112;0;0;935;968;0;0;0;0;30;0;0;270;204;0;0;0;0;40;0;0;62;62;740;411;512;1;0;0;1;0;0;0;0;0;173;762;206;762;0;0;0;0;1;0;0;1;1;0
377;40;2;115000;55000;4;0;1;4;0;401;539;378;1226;0;0;0;0;0;130;252;554;274;0;0;0;0;0;371;490;378;895;0;0;0;0;1;0;48;78;54;0;0;0;0;0;9;50;13;20;0;0;0;0;800;401;33;0;1;0;2;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1
378;45;4;65000;40000;7;0;1;4;0;0;418;0;761;0;953;648;0;0;0;454;0;50;0;86;382;0;0;0;406;0;674;0;953;648;0;1;0;24;0;42;0;192;216;0;0;0;80;0;40;0;22;62;0;800;313;512;1;1;0;2;1;0;0;467;486;162;486;0;0;0;0;1;0;1;0;1;1;0;0
378;40;2;21000;21000;4;0;0;3;0;0;679;612;1429;0;0;0;0;0;0;230;482;238;0;0;0;0;0;0;623;612;1232;0;0;0;0;0;0;18;78;12;0;0;0;0;0;0;50;13;20;0;0;0;0;800;708;700;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1
379;44;7;25000;11000;5;0;1;2;0;0;0;636;851;0;0;0;0;0;0;0;749;302;0;0;0;0;0;0;0;636;869;0;0;0;0;1;0;0;192;12;0;0;0;0;0;0;0;25;40;0;0;0;0;800;502;107;0;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
379;44;2;185000;130000;4;1;0,5;5;879;0;764;768;1620;804;0;0;0;130;0;554;806;569;324;0;0;0;799;0;749;768;1459;804;0;0;0;1;0;24;78;42;78;0;0;0;33;0;50;13;20;35;0;0;0;825;311;700;1;1;0;2;2;36;768;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;1
380;44;4;17000;11000;5;0;0;3;0;0;328;0;655;0;0;0;552;0;0;511;0;108;0;0;0;569;0;0;318;0;648;0;0;0;552;0;0;24;0;30;0;0;0;210;0;0;70;0;40;0;0;0;65;810;306;511;0;0;1;2;0;0;0;0;0;0;0;228;324;0;0;1;0;1;0;0;0;1;0
380;40;3;25000;12000;5;0;0;4;0;0;962;0;1626;0;1446;0;934;0;0;338;0;346;0;324;0;389;0;0;782;0;1492;0;1446;0;934;0;0;36;0;96;0;78;0;108;0;0;50;0;20;0;13;0;33;745;106;700;0;0;0;1;0;0;0;756;690;0;0;322;612;0;0;1;0;1;0;1;0;1;1
381;50;4;100000;100000;5;1;1;4;388;0;0;0;889;734;0;682;0;461;0;0;0;158;490;0;475;0;373;0;0;0;880;734;0;682;0;1;0;0;0;66;192;0;216;0;132;0;0;0;40;64;0;65;0;740;313;511;1;1;2;1;1;224;510;0;0;244;438;0;0;1;0;0;0;1;1;0;1;0;0
381;50;2;82000;82000;1;1;1;6;1148;0;1152;0;2105;1205;0;1140;1302;180;0;392;0;508;324;0;443;443;1063;0;1038;0;1740;1205;0;1140;1302;1;0;36;0;60;78;0;114;108;295;0;60;0;20;46;0;43;31;815;318;700;1;1;0;1;1;299;906;0;0;234;906;396;906;1;0;1;0;1;1;0;1;1;1
382;45;5;170000;130000;3;1;0,66;6;966;0;1363;0;2010;1181;0;1123;1237;828;0;382;0;389;324;0;432;432;895;0;1207;0;1621;1181;0;1123;1237;0;1;48;0;54;78;0;125;258;176;0;50;0;20;42;0;38;33;800;410;700;1;2;3;2;3;275;906;0;0;217;906;331;906;1;0;1;0;1;1;0;1;1;1
383;50;2;24000;24000;4;0;0;2;0;0;0;522;822;0;0;0;0;0;0;0;1123;202;0;0;0;0;0;0;0;522;806;0;0;0;0;0;0;0;120;12;0;0;0;0;0;0;0;11;40;0;0;0;0;750;502;110;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
383;44;3;150000;65000;4;0;0,5;5;541;541;569;456;1135;0;0;0;0;130;130;450;641;457;0;0;0;0;501;501;504;456;996;0;0;0;0;1;0;18;78;12;0;0;0;0;25;12;50;13;18;0;0;0;0;815;305;700;0;1;1;2;2;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1
384;48;4;180000;30000;4;0;1;5;646;676;586;510;697;0;0;0;0;504;0;922;634;850;0;0;0;0;614;644;543;510;640;0;0;0;0;0;1;30;192;42;0;0;0;0;193;39;80;22;40;0;0;0;0;810;313;511;0;2;0;2;2;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0
384;35;2;100000;68000;4;1;0,5;6;566;0;443;612;877;722;1006;0;0;130;0;576;1022;760;324;324;0;0;602;0;360;612;804;722;1006;0;0;1;0;36;78;150;78;78;0;0;19;0;50;13;18;36;13;0;0;755;103;700;1;1;0;2;2;188;533;472;533;0;0;0;0;1;0;1;1;1;1;1;0;0;1
385;44;4;80000;40000;5;0;1;6;451;451;361;0;521;635;1038;0;0;324;0;533;0;533;403;331;0;0;433;433;328;0;488;635;1038;0;0;0;1;138;0;12;192;192;0;0;61;15;80;0;40;84;27;0;0;805;303;512;0;2;0;2;2;341;294;744;294;0;0;0;0;1;1;1;0;1;1;1;0;0;0
385;44;2;20000;12000;1;1;1;5;664;0;797;0;1013;845;0;0;882;562;0;313;0;320;324;0;0;630;684;0;866;0;1164;845;0;0;882;1;0;48;0;54;78;0;0;114;110;0;50;0;20;40;0;0;33;720;408;700;1;1;0;1;1;155;690;0;0;0;0;192;690;1;0;1;0;1;1;0;0;1;1
386;48;2;50000;50000;5;1;0;3;0;0;0;0;906;0;0;689;723;0;0;0;0;173;0;0;490;490;0;0;0;0;897;0;0;689;723;0;0;0;0;108;0;0;330;300;0;0;0;0;40;0;0;65;65;745;315;511;1;0;1;1;0;0;0;0;0;251;438;285;438;0;0;0;0;1;0;0;1;1;0
387;44;5;100000;62000;7;0;1;7;839;839;0;0;946;758;1845;785;800;324;0;0;0;259;403;331;490;490;784;784;0;0;928;758;1845;785;800;0;1;0;0;12;192;192;330;204;110;40;0;0;40;49;23;52;62;745;404;512;1;2;1;2;2;74;684;1359;486;299;486;116;684;1;1;0;0;1;1;1;1;1;0
387;40;3;90000;32000;6;1;0,66;6;0;0;943;0;1657;1124;1320;996;1092;0;0;418;0;425;295;367;504;504;0;0;834;0;1404;1124;1320;996;1092;0;1;30;0;36;78;78;108;108;0;0;50;0;20;35;14;43;33;820;508;701;0;2;1;1;3;350;774;546;774;156;840;252;840;0;0;1;0;1;1;1;1;1;1
388;48;4;100000;33000;5;0;0,5;5;0;0;552;0;816;0;895;505;652;0;0;619;0;619;0;418;504;547;0;0;497;0;735;0;895;505;652;1;0;138;0;12;0;192;330;660;0;0;80;0;40;0;25;65;65;800;308;511;0;1;1;2;2;0;0;571;324;121;384;328;324;0;0;1;0;1;0;1;1;1;0
388;48;5;200000;130000;1;1;1;7;793;793;0;0;1409;919;2033;877;844;36;36;0;0;497;418;418;446;446;721;721;0;0;1194;919;2033;877;844;0;1;0;0;54;78;78;108;114;84;17;0;0;20;34;13;43;33;730;330;700;1;2;3;2;2;229;690;1343;690;187;690;154;690;1;1;0;0;1;1;1;1;1;1
389;48;6;140000;35000;3;1;0,66;8;957;1106;1087;0;1366;1049;1976;965;1078;446;0;374;0;446;490;418;763;763;903;1043;1007;0;1288;1049;1976;965;1078;0;1;78;0;42;192;192;270;210;272;103;100;0;40;88;27;65;55;815;414;511;0;2;1;2;3;335;714;1262;714;251;714;364;714;1;1;1;0;1;1;1;1;1;0
389;40;5;90000;55000;4;1;1;4;568;0;765;690;1538;0;0;0;0;691;0;749;749;756;0;0;0;0;531;0;702;690;1326;0;0;0;0;1;0;24;78;18;0;0;0;0;48;0;50;13;20;0;0;0;0;805;709;700;1;1;2;2;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;1
390;45;3;34000;34000;5;0;0;3;0;0;340;294;565;0;0;0;0;0;0;374;360;86;0;0;0;0;0;0;314;294;518;0;0;0;0;0;0;24;192;42;0;0;0;0;0;0;40;25;40;0;0;0;0;820;507;512;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
390;40;4;150000;23000;2;0;0,33;6;0;366;479;0;776;0;787;406;632;0;238;382;0;194;0;418;403;403;0;290;436;0;566;0;787;406;632;1;0;30;0;72;0;78;108;108;0;4;50;0;18;0;13;63;33;805;57;700;0;1;2;2;3;0;0;505;281;268;138;494;138;0;1;1;0;1;0;1;1;1;1
391;40;3;100000;100000;4;1;0;2;0;0;0;762;899;0;0;0;0;0;0;0;403;432;0;0;0;0;0;0;0;762;882;0;0;0;0;0;0;0;192;30;0;0;0;0;0;0;0;22;40;0;0;0;0;750;500;117;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
391;45;3;120000;100000;1;1;1;8;671;671;936;0;1329;907;1396;813;1114;403;403;374;0;389;418;418;396;396;627;627;807;0;1038;907;1396;813;1114;0;1;48;0;96;78;78;125;108;100;12;50;0;18;38;13;43;31;750;406;700;1;2;1;2;2;295;612;784;612;201;612;502;612;1;1;1;0;1;1;1;1;1;1
392;60;6;80000;50000;5;1;0;3;0;0;0;0;1049;0;0;852;846;0;0;0;0;295;0;0;598;598;0;0;0;0;990;0;0;852;846;0;0;0;0;66;0;0;216;246;0;0;0;0;40;0;0;65;65;815;418;512;1;0;2;2;0;0;0;0;0;168;684;162;684;0;0;0;0;1;0;0;1;1;0
392;48;2;60000;60000;4;1;0,5;3;818;0;0;840;1649;0;0;0;0;108;0;0;511;367;0;0;0;0;764;0;0;840;1422;0;0;0;0;1;0;0;78;42;0;0;0;0;30;0;0;13;20;0;0;0;0;800;311;700;1;1;0;1;2;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1
393;60;5;55000;40000;5;1;0;2;0;0;0;558;719;0;0;0;0;0;0;0;850;432;0;0;0;0;0;0;0;558;672;0;0;0;0;0;0;0;192;12;0;0;0;0;0;0;0;25;40;0;0;0;0;810;314;107;1;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
393;40;4;150000;24000;7;0;0,25;6;0;0;1241;906;1883;0;1637;973;1037;0;0;612;950;612;0;360;547;562;0;0;1099;906;1519;0;1637;973;1037;1;0;48;78;54;0;78;125;102;0;0;50;13;20;0;13;43;33;750;328;700;0;1;1;2;4;0;0;731;906;67;906;131;906;0;0;1;1;1;0;1;1;1;1
394;45;2;25000;25000;5;1;0;3;0;0;0;0;1381;0;0;1130;1171;0;0;0;0;274;0;0;576;576;0;0;0;0;1315;0;0;1130;1171;0;0;0;0;78;0;0;216;270;0;0;0;0;40;0;0;55;65;800;407;512;1;0;0;1;0;0;0;0;0;446;684;487;684;0;0;0;0;1;0;0;1;1;0
394;36;2;48000;28000;4;0;0,5;3;0;0;830;906;1465;0;0;0;0;0;0;454;461;266;0;0;0;0;0;0;798;906;1320;0;0;0;0;1;0;24;78;42;0;0;0;0;0;0;60;13;18;0;0;0;0;735;712;16;1;1;0;1;2;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1
395;48;6;60000;60000;5;1;1;5;926;0;0;0;1340;904;0;988;1095;324;0;0;0;216;475;0;518;763;874;0;0;0;1175;904;0;988;1095;1;0;0;0;270;192;0;216;240;122;0;0;0;40;76;0;60;65;820;402;512;1;1;4;1;1;346;558;0;0;430;558;477;618;1;0;0;0;1;1;0;1;1;0
395;40;2;100000;40000;2;0;0,5;4;0;1037;848;0;1661;0;0;0;1134;0;58;454;0;468;0;0;0;914;0;797;731;0;1298;0;0;0;1134;1;0;30;0;36;0;0;0;108;0;12;50;0;20;0;0;0;33;750;503;700;0;1;0;2;2;0;0;0;0;0;0;522;612;0;1;1;0;1;0;0;0;1;1
396;45;6;84000;26000;4;0;0;2;0;0;0;486;668;0;0;0;0;0;0;0;598;281;0;0;0;0;0;0;0;486;630;0;0;0;0;0;0;0;192;12;0;0;0;0;0;0;0;22;40;0;0;0;0;820;504;107;0;0;2;3;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
396;40;4;50000;50000;9;0;0;4;0;0;1359;0;2057;0;1895;0;1528;0;0;382;0;374;0;418;0;403;0;0;1078;0;1870;0;1895;0;1528;0;0;36;0;168;0;78;0;174;0;0;60;0;17;0;14;0;33;755;120;700;1;0;3;1;1;0;0;989;906;0;0;622;906;0;0;1;0;1;0;1;0;1;1
397;44;5;59000;19000;2;0;0,5;4;1009;1009;0;870;1277;0;0;0;0;0;108;0;684;828;0;0;0;0;952;952;0;870;1216;0;0;0;0;1;0;0;192;210;0;0;0;0;89;45;0;22;40;0;0;0;0;815;500;513;0;1;2;2;2;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0
397;40;5;110000;78000;6;0;0,66;5;1038;0;1217;0;1743;1006;0;0;1008;72;0;396;0;410;727;0;0;994;970;0;1096;0;1516;1006;0;0;1008;0;1;48;0;54;78;0;0;102;119;0;50;0;20;26;0;0;31;740;409;701;1;2;0;2;3;166;840;0;0;0;0;168;840;1;0;1;0;1;1;0;0;1;1
398;48;3;160000;100000;1;1;1;7;418;448;395;0;760;595;820;600;0;130;0;396;0;209;346;274;454;0;403;431;384;0;672;595;820;600;0;0;1;30;0;300;192;192;222;0;257;45;80;0;40;66;26;65;0;815;313;511;1;2;1;2;2;157;438;382;438;162;438;0;0;1;1;1;0;1;1;1;1;0;0
