ID;HTS;NRES;IFM;ILM;ICH;SEXO;AUTLIC;NSET;TVIA1;TVIA2;TVIA3;TVIA4;TVIA5;TVIA6;TVIA7;TVIA8;TVIA9;TCAM1;TCAM2;TCAM3;TCAM4;TCAM5;TCAM6;TCAM7;TCAM8;   ;TVIB1;TVIB2;TVIB3;TVIB4;TVIB5;TVIB6;TVIB7;TVIB8;TVIB9;D1;D2;TESP3;TESP4;TESP5;TESP6;TESP7;TESP8;TESP9;CTOT1;CTOT2;CTOT3;CTOT4;CTOT5;CTOT6;CTOT7;CTOT8;CTOT9;HORA;NOD1;NOD2;JEFH;NAUT;NEST;NTRAB;LTOT;TVIA6A;TVIA6M;TVIA7A;TVIA7M;TVIA8T;TVIA8M;TVIA9B;TVIA9M;DISP1;DISP2;DISP3;DISP4;DISP5;DISP6;DISP7;DISP8;DISP9;LasCondes
1;44;4;28000;28000;5;1;0;2;0;0;365;0;521;0;0;0;0;0;0;418;0;418;0;0;0;0;0;0;331;0;487;0;0;0;0;0;0;138;0;12;0;0;0;0;0;0;80;0;40;0;0;0;0;755;303;513;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
1;44;4;85000;25000;4;0;0,5;5;448;448;536;468;1142;0;0;0;0;202;202;288;331;288;0;0;0;0;415;415;474;468;1002;0;0;0;0;1;0;18;78;12;0;0;0;0;64;7;50;13;20;0;0;0;0;805;707;701;0;1;2;2;2;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1
2;40;3;28000;28000;4;1;0;2;0;0;0;372;340;0;0;0;0;0;0;0;353;331;0;0;0;0;0;0;0;372;336;0;0;0;0;0;0;0;192;6;0;0;0;0;0;0;0;25;40;0;0;0;0;745;304;113;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
2;44;5;150000;47000;4;0;0,33;5;744;744;641;702;1399;0;0;0;0;216;216;346;360;346;0;0;0;0;695;695;588;702;1206;0;0;0;0;1;0;24;78;30;0;0;0;0;85;13;60;13;20;0;0;0;0;810;311;27;0;1;3;2;3;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1
3;44;6;80000;20000;4;1;0;2;0;0;0;684;835;0;0;0;0;0;0;0;972;886;0;0;0;0;0;0;0;684;827;0;0;0;0;0;0;0;192;12;0;0;0;0;0;0;0;25;40;0;0;0;0;755;502;113;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
3;44;3;65000;65000;4;1;0,5;5;527;527;480;396;1082;0;0;0;0;144;144;230;360;230;0;0;0;0;488;488;425;396;949;0;0;0;0;1;0;18;78;6;0;0;0;0;65;7;60;13;20;0;0;0;0;810;707;27;1;1;0;1;2;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1
4;47;3;50000;36000;4;1;0;2;0;0;0;294;485;0;0;0;0;0;0;0;475;461;0;0;0;0;0;0;0;294;462;0;0;0;0;0;0;0;192;42;0;0;0;0;0;0;0;25;40;0;0;0;0;755;507;512;1;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
4;44;6;107000;22000;4;1;0,5;4;0;672;647;702;1420;0;0;0;0;0;144;338;504;338;0;0;0;0;0;628;594;702;1224;0;0;0;0;1;0;24;78;30;0;0;0;0;0;11;60;13;20;0;0;0;0;800;711;27;0;1;3;2;2;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1
5;50;3;17500;13500;5;1;0;3;0;0;466;372;382;0;0;0;0;0;0;562;461;353;0;0;0;0;0;0;420;372;378;0;0;0;0;0;0;138;192;6;0;0;0;0;0;0;80;25;40;0;0;0;0;750;506;113;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
5;44;7;150000;120000;4;1;0,5;5;877;877;706;768;1539;0;0;0;0;216;216;468;886;468;0;0;0;0;812;812;636;768;1272;0;0;0;0;0;1;24;78;30;0;0;0;0;80;15;60;13;20;0;0;0;0;800;712;27;1;2;3;2;4;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1
6;45;3;28000;28000;5;1;0;3;0;0;702;0;1001;0;0;731;0;0;0;806;0;806;0;0;634;0;0;0;632;0;901;0;0;731;0;0;0;138;0;12;0;0;330;0;0;0;80;0;40;0;0;65;0;750;319;511;1;0;1;1;0;0;0;0;0;221;510;0;0;0;0;1;0;1;0;0;1;0;0
6;44;6;140000;140000;6;1;0,75;8;1150;1150;970;0;1895;1151;1894;1064;1288;216;216;374;0;374;216;216;461;461;1075;1075;932;0;1708;1151;1894;1064;1288;0;1;60;0;24;78;78;138;96;103;21;40;0;10;127;14;73;35;825;322;702;1;3;4;1;4;383;768;1126;768;296;768;520;768;1;1;1;0;1;1;1;1;1;1
7;46;7;33000;25000;5;1;0;4;0;0;559;0;844;0;0;557;581;0;0;806;0;713;0;0;403;403;0;0;504;0;761;0;0;557;581;0;0;138;0;12;0;0;330;354;0;0;80;0;40;0;0;65;65;800;311;511;1;0;4;1;0;0;0;0;0;173;384;197;384;0;0;1;0;1;0;0;1;1;0
7;44;3;100000;30000;2;0;0,5;8;1272;1272;1274;0;2177;1149;1722;1328;1612;216;216;230;0;230;216;216;317;317;1087;1087;1148;0;1894;1149;1722;1328;1612;1;0;30;0;96;78;78;108;156;109;29;60;0;10;39;14;38;31;740;522;702;0;1;1;2;2;381;768;954;768;560;768;844;768;1;1;1;0;1;1;1;1;1;1
8;42;6;60000;38000;4;0;0,5;4;790;790;0;636;796;0;0;0;0;144;144;0;720;648;0;0;0;0;739;739;0;636;780;0;0;0;0;1;0;0;192;18;0;0;0;0;104;37;0;25;40;0;0;0;0;755;501;117;1;1;2;2;2;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0
8;44;2;60000;60000;1;0;1;4;575;575;586;0;1226;0;0;0;0;0;0;79;0;79;0;0;0;0;442;442;505;0;958;0;0;0;0;1;0;30;0;36;0;0;0;0;12;6;50;0;10;0;0;0;0;800;502;27;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;1
9;40;3;25000;14000;5;1;0;3;0;0;178;0;250;0;0;0;479;0;0;943;0;943;0;0;0;382;0;0;162;0;234;0;0;0;479;0;0;138;0;12;0;0;0;222;0;0;80;0;40;0;0;0;65;800;214;511;1;0;0;2;0;0;0;0;0;0;0;305;174;0;0;1;0;1;0;0;0;1;0
9;48;4;70000;60000;8;1;0,5;8;932;932;1072;0;2240;1108;1136;1098;1308;216;216;526;0;526;216;216;612;612;951;951;966;0;1852;1108;1136;1098;1308;1;0;36;0;30;78;78;114;108;93;12;60;0;20;42;13;43;33;745;318;702;1;1;2;2;2;340;768;368;768;330;768;540;768;1;1;1;0;1;1;1;1;1;1
10;44;5;32000;21000;5;1;0;3;0;0;0;0;1408;0;0;1032;1428;0;0;0;0;504;0;0;634;634;0;0;0;0;1380;0;0;1032;1428;0;0;0;0;432;0;0;330;366;0;0;0;0;40;0;0;65;65;735;417;511;1;0;2;2;1;0;0;0;0;318;714;714;714;0;0;0;0;1;0;0;1;1;0
10;44;5;130000;130000;7;1;0,6;7;913;913;941;0;0;1103;1157;1122;1310;216;216;115;0;0;216;158;202;202;913;913;864;0;0;1103;1157;1122;1310;0;1;36;0;0;78;78;114;174;119;35;40;0;0;57;14;48;33;735;120;702;1;3;0;3;5;335;768;389;768;354;768;542;768;1;1;1;0;0;1;1;1;1;1
11;44;3;17000;17000;4;1;0;2;0;0;0;438;569;0;0;0;0;0;0;0;662;590;0;0;0;0;0;0;0;438;564;0;0;0;0;0;0;0;192;12;0;0;0;0;0;0;0;25;40;0;0;0;0;750;504;117;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
11;48;6;63000;63000;5;1;0,5;8;824;824;908;0;1079;1037;1083;1110;1356;144;144;144;0;144;158;158;194;194;947;947;1164;0;1542;1037;1083;1110;1356;1;0;48;0;108;78;78;125;120;170;25;50;0;18;129;14;43;33;710;413;702;1;1;4;1;2;269;768;315;768;342;768;588;768;1;1;1;0;1;1;1;1;1;1
12;40;6;35000;27000;5;1;0;3;0;0;336;0;490;0;0;0;444;0;0;857;0;857;0;0;0;626;0;0;303;0;441;0;0;0;444;0;0;138;0;12;0;0;0;480;0;0;80;0;40;0;0;0;65;800;305;511;1;0;3;1;0;0;0;0;0;0;0;198;246;0;0;1;0;1;0;0;0;1;0
12;44;4;120000;120000;1;1;0,66;6;776;776;847;0;0;806;1030;630;0;216;216;252;0;0;216;216;360;0;792;792;672;0;0;806;1030;630;0;0;1;36;0;0;78;78;114;0;137;19;60;0;0;38;14;43;0;800;113;702;1;2;2;1;3;572;234;796;234;396;234;0;0;1;1;1;0;0;1;1;1;0;1
13;45;2;29000;29000;4;0;0;2;0;0;0;510;679;0;0;0;0;0;0;0;785;554;0;0;0;0;0;0;0;510;672;0;0;0;0;0;0;0;192;12;0;0;0;0;0;0;0;25;40;0;0;0;0;800;318;117;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
13;44;5;140000;110000;1;1;1;4;768;768;0;0;0;1027;1165;0;0;0;0;0;0;0;216;216;0;0;768;768;0;0;0;1027;1165;0;0;0;1;0;0;0;78;78;0;0;97;23;0;0;0;49;14;0;0;740;127;702;1;2;2;2;2;259;768;397;768;0;0;0;0;1;1;0;0;0;1;1;0;0;1
14;40;5;115000;70000;5;1;0,5;7;996;1015;0;0;1193;968;2358;967;1082;144;0;0;0;648;324;274;360;360;931;949;0;0;1170;968;2358;967;1082;1;0;0;0;42;192;192;330;210;155;64;0;0;40;60;26;65;65;750;414;511;1;1;2;2;2;254;714;1644;714;253;714;368;714;1;1;0;0;1;1;1;1;1;0
15;44;7;50000;40000;5;1;0;4;0;0;422;0;701;0;0;685;780;0;0;396;0;475;0;0;439;511;0;0;409;0;620;0;0;685;780;0;0;36;0;42;0;0;228;228;0;0;80;0;40;0;0;65;65;740;400;511;1;0;4;1;0;0;0;0;0;115;570;210;570;0;0;1;0;1;0;0;1;1;0
16;55;3;32000;21000;5;1;0;2;0;0;0;0;2055;0;0;1352;0;0;0;0;0;374;0;0;382;0;0;0;0;0;1868;0;0;1352;0;0;0;0;0;180;0;0;228;0;0;0;0;0;40;0;0;65;0;800;409;512;1;0;0;1;1;0;0;0;0;590;762;0;0;0;0;0;0;1;0;0;1;0;0
16;44;3;90000;90000;8;1;0,5;8;1408;1408;1319;0;2384;1151;1742;1348;1640;216;216;101;0;101;216;216;187;187;1091;1091;1168;0;1922;1151;1742;1348;1640;1;0;30;0;96;78;78;108;156;116;18;60;0;20;49;14;43;28;745;522;702;1;1;1;1;2;383;768;974;768;580;768;872;768;1;1;1;0;1;1;1;1;1;1
17;48;4;42000;38000;5;1;0;2;0;0;0;324;382;0;0;0;0;0;0;0;605;418;0;0;0;0;0;0;0;324;379;0;0;0;0;0;0;0;192;6;0;0;0;0;0;0;0;25;30;0;0;0;0;800;506;120;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
17;48;6;100000;100000;9;1;0,5;7;1392;1392;1058;0;1934;1136;0;1122;1446;216;216;331;0;331;216;0;418;252;1079;1079;936;0;1560;1136;0;1122;1446;1;0;30;0;96;78;0;108;138;140;20;60;0;20;50;0;43;33;750;516;702;1;1;3;1;2;368;768;0;0;354;768;678;768;1;1;1;0;1;1;0;1;1;1
18;44;3;100000;60000;8;1;0;2;0;0;0;0;1219;0;0;892;0;0;0;0;0;259;0;0;554;0;0;0;0;0;1129;0;0;892;0;0;0;0;0;270;0;0;228;0;0;0;0;0;40;0;0;60;0;815;320;511;1;0;0;2;2;0;0;0;0;382;510;0;0;0;0;0;0;1;0;0;1;0;0
18;44;4;30000;30000;6;0;1;8;939;939;836;0;1837;865;1527;880;1014;216;216;216;0;216;216;216;302;302;869;869;754;0;1518;865;1527;880;1014;1;0;24;0;30;78;78;102;90;126;13;60;0;20;48;14;43;33;800;314;702;1;1;2;1;1;553;312;1215;312;112;768;246;768;1;1;1;0;1;1;1;1;1;1
19;40;5;200000;90000;8;0;1;5;0;625;0;0;661;0;864;564;575;0;0;0;0;374;0;281;331;331;0;601;0;0;654;0;864;564;575;0;1;0;0;12;0;192;228;204;0;33;0;0;40;0;22;52;62;755;318;511;0;2;1;2;2;0;0;354;510;54;510;65;510;0;1;0;0;1;0;1;1;1;0
19;44;4;140000;110000;6;1;0,66;8;1100;1100;992;0;1997;1097;1324;1026;1230;216;216;252;0;252;216;216;338;338;1018;1018;894;0;1650;1097;1324;1026;1230;0;1;60;0;24;78;78;138;96;133;17;60;0;20;124;14;43;33;750;322;702;1;2;2;2;3;329;768;556;768;258;768;462;768;1;1;1;0;1;1;1;1;1;1
20;44;4;55000;34000;4;1;1;4;220;0;262;246;399;0;0;0;0;202;0;274;482;274;0;0;0;0;211;0;262;246;380;0;0;0;0;1;0;24;192;60;0;0;0;0;52;0;80;25;40;0;0;0;0;805;507;116;1;1;0;2;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0
20;48;2;70000;70000;9;1;0,5;8;1061;1061;1315;0;1912;1066;1458;1110;1356;216;216;378;0;378;216;216;464;464;982;982;1164;0;1542;1066;1458;1110;1356;1;0;48;0;108;78;78;125;120;125;22;50;0;20;48;14;43;33;750;413;702;1;1;0;1;2;298;768;690;768;342;768;588;768;1;1;1;0;1;1;1;1;1;1
21;40;9;60000;25000;4;1;0;2;0;0;0;462;630;0;0;0;0;0;0;0;1058;302;0;0;0;0;0;0;0;462;623;0;0;0;0;0;0;0;120;12;0;0;0;0;0;0;0;11;40;0;0;0;0;810;314;120;0;0;6;3;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
21;40;4;100000;100000;1;1;1;5;867;0;0;0;2002;1192;0;1174;1334;144;0;0;0;317;216;0;403;403;885;0;0;0;1820;1192;0;1174;1334;0;1;0;0;48;78;0;125;120;102;0;0;0;20;27;0;48;33;745;120;702;1;2;1;1;2;424;768;0;0;406;768;860;474;1;0;0;0;1;1;0;1;1;1
22;40;4;60000;29000;4;0;1;4;0;326;311;384;521;0;0;0;0;0;0;374;662;374;0;0;0;0;0;314;302;384;461;0;0;0;0;1;0;24;192;60;0;0;0;0;0;27;80;25;40;0;0;0;0;800;306;116;0;1;1;2;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0
22;44;6;85000;23000;9;0;0,5;6;0;929;839;0;1902;0;1302;888;1062;0;216;360;0;360;0;158;446;446;0;860;756;0;1572;0;1302;888;1062;1;0;24;0;30;0;78;102;90;0;19;60;0;20;0;13;73;33;805;315;702;0;1;3;2;2;0;0;534;768;120;768;294;768;0;1;1;0;1;0;1;1;1;1
23;50;3;84000;84000;4;1;0;2;0;0;0;618;764;0;0;0;0;0;0;0;302;158;0;0;0;0;0;0;0;618;756;0;0;0;0;0;0;0;192;12;0;0;0;0;0;0;0;25;40;0;0;0;0;745;502;110;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
23;44;4;48000;48000;9;1;0,5;7;571;571;696;0;1130;733;1028;0;943;144;144;324;0;108;216;216;0;194;533;533;600;0;883;733;1028;0;943;1;0;48;0;54;78;78;0;108;100;10;60;0;20;38;13;0;33;810;406;702;1;1;2;1;2;259;474;554;474;0;0;469;474;1;1;1;0;1;1;1;0;1;1
24;50;5;38000;30000;4;0;0;2;0;0;0;738;1039;0;0;0;0;0;0;0;770;432;0;0;0;0;0;0;0;738;989;0;0;0;0;0;0;0;192;210;0;0;0;0;0;0;0;25;40;0;0;0;0;745;502;121;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
24;44;3;95000;95000;1;1;0,5;8;565;565;815;0;1469;850;1738;752;868;0;0;144;0;144;216;216;230;230;601;601;662;0;1348;850;1738;752;868;1;0;36;0;48;78;78;114;108;30;15;60;0;20;41;13;38;33;800;106;702;1;1;1;1;2;298;552;1186;552;278;474;394;474;1;1;1;0;1;1;1;1;1;1
25;63;6;130000;30000;5;0;0;3;0;0;0;0;1091;0;0;996;1108;0;0;0;0;166;0;0;346;418;0;0;0;0;1270;0;0;996;1108;0;0;0;0;180;0;0;216;240;0;0;0;0;40;0;0;65;65;720;402;513;0;0;1;5;1;0;0;0;0;324;672;436;672;0;0;0;0;1;0;0;1;1;0
25;44;6;150000;120000;6;1;1;8;1060;1060;986;0;2042;1059;1764;1021;1183;144;144;86;0;86;216;216;173;173;981;981;889;0;1687;1059;1764;1021;1183;0;1;24;0;30;78;78;102;90;100;20;60;0;20;43;13;43;33;750;317;702;1;3;3;2;3;291;768;996;768;253;768;415;768;1;1;1;0;1;1;1;1;1;1
26;45;8;90000;31000;4;0;0;2;0;0;0;612;704;0;0;0;0;0;0;0;720;605;0;0;0;0;0;0;0;612;697;0;0;0;0;0;0;0;192;12;0;0;0;0;0;0;0;25;40;0;0;0;0;740;318;117;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
26;44;3;60000;60000;9;1;1;7;463;463;521;0;962;0;555;402;396;144;144;166;0;166;0;216;252;252;432;432;449;0;751;0;555;402;396;1;0;48;0;54;0;78;125;144;98;9;60;0;20;0;13;33;33;810;404;702;1;1;1;1;1;0;0;321;234;168;234;162;234;1;1;1;0;1;0;1;1;1;1
27;48;8;180000;60000;5;0;0,66;7;1087;1094;0;0;1328;1072;1774;1022;1140;144;0;0;0;238;518;518;612;612;1015;1022;0;0;1302;1072;1774;1022;1140;0;1;0;0;42;192;192;216;210;147;60;0;0;40;70;26;65;65;730;414;512;0;2;1;3;3;310;762;1012;762;260;762;378;762;1;1;0;0;1;1;1;1;1;0
27;44;2;67000;67000;4;1;1;5;245;245;576;456;1155;0;0;0;0;540;540;727;943;727;0;0;0;0;260;260;509;456;1013;0;0;0;0;1;0;18;78;12;0;0;0;0;12;6;60;13;20;0;0;0;0;810;305;700;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;1
28;50;5;115000;88000;4;1;1;3;874;0;0;762;1017;0;0;0;0;324;0;0;864;288;0;0;0;0;841;0;0;762;1007;0;0;0;0;1;0;0;192;30;0;0;0;0;146;0;0;25;40;0;0;0;0;745;500;110;1;1;3;2;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0
28;44;2;62000;62000;4;1;1;4;0;721;939;690;1447;0;0;0;0;0;706;648;850;648;0;0;0;0;0;674;809;690;1130;0;0;0;0;1;0;48;78;54;0;0;0;0;0;13;60;13;20;0;0;0;0;805;406;700;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1
29;46;3;65000;46000;5;1;0;4;0;0;0;0;1057;0;1529;823;878;0;0;0;0;274;0;274;454;454;0;0;0;0;1046;0;1529;823;878;0;0;0;0;66;0;192;216;300;0;0;0;0;40;0;26;65;65;800;316;512;1;0;1;1;1;0;0;1043;486;337;486;392;486;0;0;0;0;1;0;1;1;1;0
29;44;4;65000;65000;3;1;0,5;8;859;859;1079;0;1621;825;1041;804;822;706;706;583;0;583;475;475;619;619;803;803;930;0;1266;825;1041;804;822;1;0;48;0;54;78;78;125;120;73;12;60;0;20;46;14;73;33;805;417;702;1;1;2;1;2;591;234;807;234;570;234;588;234;1;1;1;0;1;1;1;1;1;1
30;40;5;120000;70000;8;1;0,5;7;908;908;0;0;1121;877;1152;924;984;324;0;0;0;317;259;187;403;403;872;872;0;0;1110;877;1152;924;984;1;0;0;0;120;192;192;216;240;129;49;0;0;40;76;26;60;65;800;402;512;1;1;2;2;2;259;618;534;618;366;558;366;618;1;1;0;0;1;1;1;1;1;0
30;44;6;60000;60000;9;1;0,66;8;844;844;1157;0;1967;1231;1786;984;1230;706;706;497;0;497;475;475;511;511;861;861;918;0;1788;1231;1786;984;1230;0;1;36;0;96;78;78;114;120;68;9;60;0;20;37;13;48;33;745;114;700;1;2;2;2;3;325;906;880;906;372;612;618;612;1;1;1;0;1;1;1;1;1;1
31;44;3;33000;33000;5;1;0;3;0;0;1131;762;1108;0;0;0;0;0;0;439;1606;439;0;0;0;0;0;0;1098;762;1086;0;0;0;0;0;0;78;192;30;0;0;0;0;0;0;80;25;40;0;0;0;0;800;411;104;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
31;50;4;65000;30000;8;1;0,5;6;880;880;1140;0;0;1178;1665;1078;0;706;706;533;0;0;432;432;504;0;898;898;904;0;0;1178;1665;1078;0;1;0;36;0;0;78;78;114;0;82;16;60;0;0;43;13;33;0;805;114;701;0;1;2;2;2;338;840;825;840;238;840;0;0;1;1;1;0;0;1;1;1;0;1
32;52;6;45000;30000;4;1;0;3;0;0;599;294;522;0;0;0;0;0;0;461;850;835;0;0;0;0;0;0;582;294;462;0;0;0;0;0;0;24;192;42;0;0;0;0;0;0;80;25;40;0;0;0;0;755;507;512;1;0;3;2;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0
32;44;4;140000;80000;9;1;1;8;860;860;952;0;1997;894;1009;900;1008;706;706;493;0;493;432;432;464;464;796;796;858;0;1650;894;1009;900;1008;0;1;24;0;42;78;78;102;90;86;18;60;0;20;39;13;43;33;750;314;701;1;2;2;2;2;120;774;235;774;60;840;168;840;1;1;1;0;1;1;1;1;1;1
33;50;5;87000;57000;5;1;1;3;538;0;0;372;515;0;0;0;0;324;0;0;922;331;0;0;0;0;518;0;0;372;510;0;0;0;0;1;0;0;192;6;0;0;0;0;107;0;0;25;40;0;0;0;0;750;307;104;1;1;2;2;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0
33;44;4;65000;26000;9;0;0,5;7;0;889;1012;0;2156;983;1094;960;1134;0;706;490;0;490;432;432;461;461;0;823;912;0;1782;983;1094;960;1134;1;0;24;0;42;78;78;102;90;0;16;60;0;20;39;13;43;33;745;315;701;0;1;2;2;2;143;840;254;840;120;840;294;840;0;1;1;0;1;1;1;1;1;1
34;40;5;80000;30000;4;0;1;3;0;0;0;558;736;0;973;0;0;0;0;0;1138;475;0;691;0;0;0;0;0;558;729;0;973;0;0;1;0;0;192;12;0;192;0;0;0;0;0;25;40;0;25;0;0;745;314;512;0;1;1;2;1;0;0;487;486;0;0;0;0;0;0;0;1;1;0;1;0;0;0
34;44;4;53000;53000;5;1;0,5;8;1403;1403;1149;0;2119;1204;1690;1113;1309;706;706;590;0;590;432;432;562;562;1088;1088;1017;0;1708;1204;1690;1113;1309;1;0;30;0;96;78;78;108;108;81;16;60;0;20;45;14;43;33;750;511;701;1;1;2;1;2;364;840;850;840;273;840;469;840;1;1;1;0;1;1;1;1;1;1
35;45;3;40000;40000;5;1;0;2;0;0;0;618;847;0;0;0;0;0;0;0;965;403;0;0;0;0;0;0;0;618;838;0;0;0;0;0;0;0;192;12;0;0;0;0;0;0;0;25;40;0;0;0;0;750;502;101;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
35;45;6;200000;26000;2;0;0,66;3;0;778;1358;0;0;0;1337;0;0;0;540;871;0;0;0;432;0;0;0;793;1078;0;0;0;1337;0;0;0;1;36;0;0;0;78;0;0;0;18;60;0;0;0;13;0;0;800;127;701;0;2;3;3;3;0;0;497;840;0;0;0;0;0;1;1;0;0;0;1;0;0;1
36;44;5;40000;29000;5;0;0;3;0;0;955;0;1375;0;0;764;0;0;0;403;0;403;0;0;914;0;0;0;860;0;1239;0;0;764;0;0;0;138;0;12;0;0;330;0;0;0;80;0;40;0;0;65;0;800;319;512;1;0;2;2;0;0;0;0;0;206;558;0;0;0;0;1;0;1;0;0;1;0;0
36;45;4;180000;30000;1;0;1;6;1158;1158;1037;0;1942;1180;1415;0;0;504;504;475;0;475;302;302;0;0;898;898;918;0;1566;1180;1415;0;0;0;1;30;0;54;78;78;0;0;29;15;60;0;20;33;13;0;0;810;512;700;0;4;0;2;4;274;906;509;906;0;0;0;0;1;1;1;0;1;1;1;0;0;1
37;40;2;36000;36000;5;0;0;3;0;0;0;0;973;0;0;780;816;0;0;0;0;248;0;0;752;752;0;0;0;0;1014;0;0;780;816;0;0;0;0;66;0;0;330;300;0;0;0;0;40;0;0;65;65;730;316;512;1;0;0;1;0;0;0;0;0;294;486;330;486;0;0;0;0;1;0;0;1;1;0
37;45;4;80000;20000;7;1;0,5;7;934;934;1153;0;1733;916;1139;0;1008;706;706;468;0;468;432;432;0;554;865;865;1020;0;1398;916;1139;0;1008;0;1;48;0;54;78;78;0;102;87;19;40;0;20;45;14;0;35;810;409;701;0;2;2;2;4;292;624;515;624;0;0;168;840;1;1;1;0;1;1;1;0;1;1
38;40;2;47000;47000;4;1;1;3;653;0;0;486;673;0;0;0;0;324;0;0;864;418;0;0;0;0;628;0;0;486;666;0;0;0;0;1;0;0;192;12;0;0;0;0;95;0;0;25;40;0;0;0;0;755;504;101;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0
38;40;4;200000;20000;6;1;1;8;1214;1214;1086;0;2000;1100;1442;1057;1169;706;706;533;0;533;432;432;504;504;941;941;961;0;1613;1100;1442;1057;1169;0;1;30;0;36;78;78;108;108;74;12;60;0;20;40;13;53;33;815;511;701;0;4;0;3;4;260;840;602;840;217;840;329;840;1;1;1;0;1;1;1;1;1;1
39;44;3;45000;31000;5;1;0;3;0;0;0;0;1269;0;0;1013;1127;0;0;0;0;295;0;0;1015;1015;0;0;0;0;1256;0;0;1013;1127;0;0;0;0;30;0;0;330;210;0;0;0;0;40;0;0;65;65;735;414;512;1;0;0;2;1;0;0;0;0;251;762;365;762;0;0;0;0;1;0;0;1;1;0
39;45;4;50000;50000;5;1;0,5;8;1052;1052;1255;0;2599;1272;1750;1220;1456;706;706;493;0;493;432;432;464;464;1074;1074;1130;0;2148;1272;1750;1220;1456;1;0;36;0;42;78;78;114;114;104;27;60;0;23;54;14;43;31;750;320;701;1;1;3;1;2;432;840;910;840;380;840;616;840;1;1;1;0;1;1;1;1;1;1
40;44;6;100000;65000;5;1;0;3;0;0;0;0;1126;0;0;924;952;0;0;0;0;583;0;0;727;727;0;0;0;0;1104;0;0;924;952;0;0;0;0;30;0;0;330;204;0;0;0;0;40;0;0;65;65;730;411;512;1;0;3;2;0;0;0;0;0;162;762;190;762;0;0;0;0;1;0;0;1;1;0
40;45;3;160000;60000;4;0;1;3;0;0;1169;774;1766;0;0;0;0;0;0;590;1051;590;0;0;0;0;0;0;1008;774;1380;0;0;0;0;1;0;48;78;54;0;0;0;0;0;0;60;13;20;0;0;0;0;810;417;700;0;1;1;2;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1
41;48;5;20000;17000;5;1;0;3;0;0;0;0;920;0;0;666;779;0;0;0;0;662;0;0;958;1166;0;0;0;0;911;0;0;666;779;0;0;0;0;162;0;0;330;354;0;0;0;0;40;0;0;65;65;800;312;512;1;0;2;1;0;0;0;0;0;234;432;347;432;0;0;0;0;1;0;0;1;1;0
41;45;1;60000;60000;4;1;1;3;0;0;833;840;1721;0;0;0;0;0;0;857;929;857;0;0;0;0;0;0;750;840;1422;0;0;0;0;1;0;24;78;42;0;0;0;0;0;0;60;13;20;0;0;0;0;805;712;31;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1
42;40;4;19000;19000;5;1;0;3;0;0;0;0;844;0;0;666;716;0;0;0;0;353;0;0;785;785;0;0;0;0;836;0;0;666;716;0;0;0;0;162;0;0;330;354;0;0;0;0;40;0;0;65;65;755;311;512;1;0;1;1;1;0;0;0;0;234;432;284;432;0;0;0;0;1;0;0;1;1;0
